Gene_ID	sp1	sp3
Tmem136	0	1
Tmem158	1	1
Tmem161a	1	1
Tmem164	0	1
Tmem175	0	0
Tmem176a	0	0
Tmem176b	0	0
Tmem198b	1	1
Tmem229a	0	1
Tmem243	1	1
Tmem246	1	1
Tmem256	1	1
Tmem260	1	1
Tmem28	0	1
Tmem30b	1	1
Tmem37	1	1
Tmem40	1	0
Tmem41b	1	1
Tmem45a	1	1
Tmem47	1	1
Tmem51	1	1
Tmem54	1	1
Tmem63a	0	1
Tmem64	1	1
Tmem69	0	0
Tmem79	0	0
Tmem8	1	1
Tmem88	0	0
Tmem8b	1	0
Tmem9	1	1
Tmem92	0	0
Tmem9b	0	1
Tmod1	0	1
Tmod2	0	1
Tmppe	1	1
Tmprss11d	0	0
Tmsb4x	0	0
Tmx1	1	1
Tnfaip2	1	1
Tnfrsf12a	1	1
Tnfrsf13c	0	0
Tnfrsf19	1	1
Tnfrsf1a	0	1
Tnfrsf1b	1	1
Tnfsf11	1	1
Tnfsf13	0	0
Tnip2	1	1
Tnk1	1	1
Tnks	1	1
Tnnc1	0	0
Tnni1	0	0
Tnnt1	0	0
Tnnt3	0	0
Tnrc18	1	0
Tns1	1	1
Tns3	1	1
Tob1	1	1
Tom1l1	1	1
Top2b	1	1
Tor3a	0	0
Tpd52	1	1
Tpm1	1	1
Tpm4	1	1
Tppp3	1	1
Tprn	1	1
Trabd	0	0
Trak1	0	0
Trank1	0	1
Trap1a	0	1
Trappc6a	1	1
Trf	0	0
Trh	0	0
Trib1	1	1
Trib3	1	1
Trim13	1	1
Trim2	1	1
Trim25	1	1
Trim28	1	1
Trim44	1	1
Trim47	0	1
Trim56	1	1
Trim63	1	1
Trim68	0	1
Triml1	0	0
Triml2	0	0
Trio	1	1
Triobp	1	1
Trmt1l	0	0
Trp53i11	1	1
Trpc3	0	1
Trps1	0	1
Tsc22d3	0	0
Tsc22d4	0	0
Tspan12	0	1
Tspan17	1	1
Tspan18	1	1
Tspan2	1	1
Tspan3	1	1
Tspan6	0	0
Tspo	1	1
Tspyl4	1	1
Tst	0	0
Tstd1	0	0
Tsx	0	0
Ttc12	1	1
Ttc23	0	0
Ttc3	0	0
Ttc39a	0	1
Ttc39b	1	1
Ttc7	0	0
Ttll1	1	1
Ttll6	1	0
Ttn	0	0
Ttpa	0	1
Ttyh1	1	1
Ttyh2	1	1
Ttyh3	1	1
Tuba3a	0	0
Tuba4a	1	1
Tubb2a	1	1
Tubb2b	1	1
Tubb3	1	1
Tubb4b	0	0
Tulp2	1	1
Tulp4	1	1
Twf1	1	1
Twf2	1	1
Twist1	0	1
Txlng	1	1
Txndc16	0	0
Txnip	1	1
Uba1y	0	0
Ubash3a	0	0
Ubash3b	1	1
Ube2e2	1	1
Ube2h	1	1
Ube2j1	0	0
Ube2r2	1	1
Ubl3	1	1
Ubqln2	1	1
Ubr5	1	1
Ubtd2	1	1
Ubxn2a	0	0
Ubxn8	1	1
Uchl1	0	0
Ufsp2	0	0
Ugdh	1	1
Uggt2	0	0
Ugt8a	1	1
Uhrf2	1	1
Ulbp1	0	0
Ulk1	1	1
Ulk2	1	1
Unc13b	1	1
Unc5b	1	1
Unc5c	0	1
Upk1a	0	0
Upk3bl	0	0
Upp1	0	1
Urah	1	1
Urb2	0	0
Uso1	1	1
Usp11	0	1
Usp17lb	0	0
Usp17le	0	0
Usp18	1	1
Usp25	0	1
Usp26	0	0
Usp28	1	1
Usp3	1	1
Usp44	0	0
Usp47	1	1
Usp51	1	1
Usp53	1	1
Usp7	1	0
Utf1	1	1
Uvssa	1	1
Vamp4	1	0
Vasn	1	1
Vav2	1	1
Vav3	0	1
Vcan	0	0
Vegfa	1	1
Vegfb	1	1
Vgll3	1	1
Vgll4	0	0
Vill	0	1
Vim	1	1
Vldlr	0	1
Vopp1	0	1
Vrtn	1	1
Vstm2b	0	1
Wbp1	1	0
Wdpcp	0	0
Wdr45	0	1
Wdr47	1	1
Wdr54	0	0
Wdr62	1	1
Wdr8	0	0
Wdr86	1	1
Wdr90	0	1
Wdtc1	1	1
Wfdc2	0	1
Whsc1	0	0
Wipf1	1	1
Wipi1	1	1
Wls	0	1
Wnk3	0	0
Wnk4	1	1
Wnt2	0	0
Wnt2b	0	1
Wnt3	0	1
Wnt5a	0	1
Wnt5b	0	1
Wnt7b	1	1
Wsb2	1	1
Wt1	1	1
Wwc1	1	1
Xaf1	0	0
Xbp1	1	1
Xlr3a	0	0
Xrcc5	0	1
Xylb	1	1
Yaf2	0	1
Ypel3	1	1
Zadh2	1	1
Zak	0	0
Zbed3	0	1
Zbed5	1	1
Zbp1	0	0
Zbtb11	1	1
Zbtb12	1	0
Zbtb32	0	0
Zbtb38	0	0
Zbtb4	1	1
Zbtb43	1	1
Zbtb45	1	1
Zbtb5	1	1
Zbtb8a	0	0
Zc3h12a	1	1
Zc3h12b	0	1
Zc3h6	1	1
Zc3hav1	0	1
Zc3hav1l	1	1
Zc4h2	0	0
Zcchc10	1	1
Zcchc11	1	1
Zcchc12	0	0
Zcchc24	1	1
Zcwpw1	0	0
Zdhhc1	1	1
Zdhhc14	0	1
Zdhhc18	1	1
Zdhhc2	1	1
Zdhhc23	0	1
Zeb1	0	1
Zeb2	0	1
Zfand3	1	1
Zfand4	1	1
Zfhx2	1	1
Zfhx3	0	1
Zfp113	1	1
Zfp119b	0	1
Zfp12	1	1
Zfp128	0	1
Zfp202	1	1
Zfp219	1	1
Zfp229	1	1
Zfp282	1	1
Zfp296	1	1
Zfp334	0	1
Zfp345	0	1
Zfp358	1	1
Zfp36	1	1
Zfp362	1	1
Zfp36l1	1	1
Zfp36l2	1	1
Zfp395	1	1
Zfp418	0	1
Zfp42	1	1
Zfp428	1	1
Zfp449	0	0
Zfp454	0	0
Zfp459	0	1
Zfp462	0	0
Zfp467	1	1
Zfp516	1	1
Zfp518b	1	1
Zfp52	0	0
Zfp521	0	1
Zfp523	1	1
Zfp532	0	0
Zfp534	0	0
Zfp566	1	1
Zfp57	1	1
Zfp59	0	1
Zfp592	1	1
Zfp600	0	0
Zfp618	0	0
Zfp619	1	1
Zfp629	0	1
Zfp651	1	1
Zfp667	1	1
Zfp672	1	1
Zfp677	1	1
Zfp688	1	1
Zfp697	1	1
Zfp703	1	1
Zfp709	0	1
Zfp711	0	0
Zfp750	0	1
Zfp768	1	1
Zfp800	0	1
Zfp808	0	1
Zfp809	1	1
Zfp810	0	1
Zfp819	0	1
Zfp865	1	1
Zfp882	0	1
Zfp9	0	1
Zfp932	1	1
Zfp936	1	1
Zfp941	1	1
Zfp943	1	1
Zfp948	1	1
Zfp951	0	1
Zfp960	1	1
Zfp964	1	1
Zfp97	0	0
Zfpm1	1	1
Zfy1	0	0
Zfyve28	1	1
Zglp1	1	1
Zhx1	1	1
Zhx2	0	1
Zic3	0	1
Zic5	0	0
Zim1	1	1
Zkscan17	0	0
Zkscan4	0	1
Zmat4	1	1
Zmiz1	1	1
Zmiz2	0	0
Zmym1	1	1
Zmynd11	0	1
Znfx1	0	0
Znhit1	0	0
Zp3	0	0
Zscan10	0	0
Zscan2	1	1
Zscan4b	0	0
Zscan4c	0	0
Zscan4d	0	0
Zscan4f	0	0
Zscan5b	0	0
Zswim1	0	1
Zswim8	1	1
Zyg11a	1	1
Zyx	1	1
